151514412,"30.035146,-98.13888"
151514416,"30.035077,-98.138968"
152771757,"30.5747244,-97.3756947"
2572454512,"30.0076787,-97.8554404"
153115207,"30.447494,-97.778389"
2572454517,"30.0098047,-97.8562631"
4600607844,"30.2380573,-97.4777945"
2205914078,"30.520449,-97.8641575"
2218689342,"30.5637019,-97.8714192"
2029171016,"30.4137789,-97.6055269"
2029171014,"30.4137417,-97.6089934"
2260384794,"30.3654445,-98.1269751"
151448841,"29.9976999,-97.8531213"
152458151,"30.3035741,-97.7236792"
152535109,"30.498779,-97.9290089"
151448849,"29.9967657,-97.8520079"
151380111,"29.999749,-98.116344"
4162686254,"30.205624,-97.824271"
1758847530,"30.5198158,-97.8674364"
3960903985,"30.4115048,-97.6957371"
151412907,"30.047804,-98.08551"
152456841,"30.3365161,-97.7152881"
2175080113,"30.3489284,-97.9770737"
151430813,"29.968036,-97.8448774"
152456845,"30.3378046,-97.7144352"
152456849,"30.338589,-97.713919"
1950007797,"30.6375054,-97.6644318"
151430819,"29.9680201,-97.8432645"
2049652655,"30.4393659,-97.6880649"
152986621,"30.491763,-97.648491"
2049652650,"30.4393378,-97.6879139"
2049652653,"30.4393583,-97.6880241"
429405207,"30.3281957,-97.8179587"
1071972213,"30.5075235,-97.7002694"
1071972210,"30.5079133,-97.6976937"
152853060,"30.645163,-97.578801"
152705463,"30.4980703,-97.9297237"
152537120,"30.3157511,-97.6845042"
151462714,"30.0052708,-97.8274817"
4600631203,"30.1902616,-97.8181606"
4600631206,"30.1889515,-97.817894"
3605656485,"30.3591599,-97.7890734"
3605656487,"30.3597312,-97.7889412"
3605656486,"30.359283,-97.7890544"
152935433,"30.533775,-97.54989"
152916766,"30.500519,-97.39942"
153079945,"30.5756395,-97.6919088"
152594377,"30.239174,-97.891836"
152677611,"30.2449111,-97.7452386"
2874517351,"30.5750089,-97.6674707"
152594379,"30.239159,-97.892936"
152534278,"30.448021,-97.819985"
3791409027,"30.5830649,-97.86337"
3791409026,"30.5847988,-97.864079"
151396630,"30.019217,-98.097254"
153019227,"30.6261031,-97.6778871"
2164603861,"30.4872031,-97.5717401"
152508335,"30.249769,-97.770924"
151547866,"30.236825,-98.102318"
149204697,"30.1243,-97.322831"
149204694,"30.123515,-97.322809"
2735132972,"30.5115006,-97.8811202"
152939126,"30.626621,-97.656393"
4460916841,"30.1221822,-97.6292391"
1619268278,"30.4199523,-97.7039205"
3625697700,"30.4187769,-97.8396268"
4162686250,"30.206638,-97.82568"
151420445,"30.020451,-98.047379"
1805724127,"30.1862866,-97.9853146"
152884900,"30.4506796,-97.7652225"
1214169291,"30.5311897,-97.8451652"
1214169290,"30.5301942,-97.8440815"
1271798749,"30.4863803,-97.5714729"
1199025589,"30.6552908,-97.9958423"
152438112,"30.437149,-97.990222"
2132542452,"30.3774315,-97.7488509"
3242029122,"30.3045837,-97.6971939"
2718997797,"30.1485651,-97.7457516"
152648471,"30.348311,-97.993632"
1069146569,"30.4626032,-97.796265"
1447486895,"30.5872661,-98.0645338"
151544517,"30.240729,-98.159361"
2022137912,"30.2331242,-97.9103689"
153092872,"30.549562,-97.850036"
345218747,"30.290103,-97.7819784"
152440092,"30.295405,-97.762113"
152440093,"30.296597,-97.764648"
152440097,"30.298934,-97.769683"
152440094,"30.297496,-97.766523"
152440095,"30.297941,-97.767459"
152831961,"30.5821685,-97.8746725"
2131560572,"30.4607966,-97.9689514"
152871473,"30.543235,-97.273801"
149098916,"30.2804,-97.441973"
150211712,"29.93904,-98.207895"
1400211272,"30.2801692,-97.7355055"
150211719,"29.940624,-98.209632"
152972346,"30.6579134,-97.6927419"
1068148847,"30.5354369,-97.5588236"
152759868,"30.4259066,-97.6344655"
152895087,"30.574922,-97.414604"
3613283466,"30.1517822,-97.7869915"
2743271275,"30.4456905,-97.787722"
152981948,"30.5321812,-97.8416224"
2454238471,"30.3340599,-97.6130388"
2743271272,"30.4456798,-97.7868279"
149062714,"30.063695,-97.621068"
4159706421,"30.5497048,-97.8663652"
340472153,"30.4510087,-97.7538695"
152387867,"30.3652722,-97.7165698"
152387863,"30.3648664,-97.7157099"
152387860,"30.3644749,-97.7149309"
2432904437,"30.4279755,-97.7547627"
152387869,"30.3656156,-97.7174049"
1913219074,"30.2302625,-97.817525"
1754412771,"30.5275936,-97.6418412"
153122943,"30.586574,-97.6615875"
152523957,"30.401599,-97.928525"
152514262,"30.1858143,-97.5515647"
152886817,"30.519391,-97.697161"
4253162155,"30.4282561,-97.7613984"
359367658,"30.3325531,-97.6946857"
4253162159,"30.4287556,-97.7610995"
149069578,"30.285994,-97.246135"
151435945,"30.006836,-97.799155"
151435941,"30.00598,-97.798132"
152888954,"30.560493,-97.827557"
2678839050,"30.5638458,-97.6905428"
2678839051,"30.5638258,-97.6898852"
2678839053,"30.5639482,-97.6907204"
152498052,"30.369428,-97.671267"
2195937102,"30.2353583,-97.8757212"
2029021888,"30.4970201,-97.6602422"
152490265,"30.457972,-97.688732"
152425976,"30.42366,-97.963898"
152490267,"30.459588,-97.687711"
2143203958,"30.3746136,-97.7533264"
2143203952,"30.374337,-97.7535002"
3905402933,"30.1947539,-97.9233389"
151419281,"30.006311,-98.102657"
2195937105,"30.2349014,-97.8744791"
2743271493,"30.4471798,-97.7807068"
152593676,"30.334853,-97.814496"
152492685,"30.3406445,-97.6095932"
669099430,"30.2206493,-97.7522266"
149170038,"30.124394,-97.485427"
3294427585,"29.9811401,-97.8680155"
149064153,"30.043551,-97.465552"
3294427580,"29.9812889,-97.8678511"
3294427581,"29.9808006,-97.8683909"
152983979,"30.542447,-97.844395"
152983971,"30.540302,-97.741575"
152405762,"30.1824326,-97.8023954"
281371098,"30.3772713,-97.6587764"
831944300,"30.4815718,-97.563442"
152548132,"30.213566,-97.819034"
152395228,"30.243965,-97.835601"
149175719,"30.063239,-97.3678"
1645078014,"30.125073,-97.271873"
346372025,"30.4476126,-97.7906043"
152494680,"30.2969498,-97.7222314"
152768043,"30.520698,-97.683409"
149173711,"30.228425,-97.406302"
152686140,"30.297253,-97.820762"
2667106184,"30.1912482,-97.6103997"
149173719,"30.221598,-97.285294"
343517744,"30.5262406,-97.6344688"
1371566002,"29.9970925,-97.8789175"
3229762330,"30.274832,-97.7010046"
2973862768,"30.4826088,-97.6792328"
3229762332,"30.274863,-97.7007988"
2973862766,"30.4807851,-97.6782094"
2973862764,"30.4810931,-97.6789682"
2973862765,"30.4807565,-97.6789084"
152947836,"30.478969,-97.6849873"
3229762338,"30.2754784,-97.6995743"
152384741,"30.2598941,-97.7946324"
2973862761,"30.4816039,-97.6791636"
4162685554,"30.20299,-97.821774"
153127816,"30.4718803,-97.8027092"
316993222,"30.5730587,-97.7809514"
4606040943,"30.1862408,-97.6407649"
149137580,"30.305649,-97.349243"
2049652658,"30.4393874,-97.6881701"
2260374666,"30.3649667,-98.1242672"
2260374660,"30.3637803,-98.1225662"
152569124,"30.303034,-97.764306"
324076315,"30.4784109,-97.8424504"
152394179,"30.3011601,-97.7475466"
152394171,"30.3000202,-97.7456951"
152394170,"30.2997936,-97.7452185"
1809128674,"30.4208686,-97.7021979"
152394172,"30.300242,-97.7462449"
1809128670,"30.4222433,-97.7006233"
152895815,"30.507842,-97.798847"
1177446222,"30.0794651,-97.8121772"
1214267444,"30.5298252,-97.8465128"
1827168380,"30.171257,-97.9933033"
1329330529,"30.549391,-97.6257569"
1812078251,"30.3218329,-97.6944298"
1371568432,"30.1370788,-97.7975738"
2339409823,"30.5996228,-97.4169639"
152658831,"30.248633,-97.778224"
152400059,"30.3225033,-97.7220803"
2164687176,"30.5204644,-97.5704351"
152658834,"30.2478131,-97.7787628"
152400053,"30.3205814,-97.7233065"
152874567,"30.639807,-97.557511"
152658838,"30.246754,-97.779427"
152438947,"30.437695,-98.094187"
152400057,"30.3220699,-97.7223568"
152400055,"30.3213059,-97.7228442"
152807539,"30.568349,-97.43583"
149286326,"30.174892,-97.26888"
152399038,"30.423465,-97.639959"
1630128645,"30.2172408,-97.75065"
149286329,"30.176053,-97.268866"
1840301793,"30.334714,-97.7333354"
4600631202,"30.1904054,-97.8177281"
152602428,"30.3920134,-97.9151046"
149166411,"30.112903,-97.305085"
152934806,"30.536615,-97.744949"
152412008,"30.382823,-97.672623"
152412005,"30.379925,-97.673433"
153030362,"30.519977,-97.673668"
151506214,"30.003062,-97.817344"
1400700333,"30.2849348,-97.7388859"
152759084,"30.3669283,-97.6072465"
153159318,"30.500095,-97.653455"
1400700339,"30.2850321,-97.7401291"
152368725,"30.1497708,-97.8284747"
152976671,"30.538543,-97.838337"
3253109462,"30.1719329,-97.805103"
149224369,"30.076729,-97.308852"
151413264,"30.047065,-98.126241"
3470230321,"30.2250001,-97.7456783"
152398670,"30.2882176,-97.7544207"
3470230324,"30.2252193,-97.7451045"
3470230329,"30.2248452,-97.7443828"
153057857,"30.6316051,-97.6718156"
151413269,"30.047092,-98.127062"
3618062211,"30.3472977,-97.4342979"
3618062215,"30.3473355,-97.4336285"
3618062214,"30.3473159,-97.4343259"
149606031,"30.478844,-98.103422"
2866379110,"30.365273,-97.9007975"
153003048,"30.555426,-97.4060058"
153003044,"30.5553006,-97.4068641"
1825008488,"30.1711527,-98.0023009"
153003041,"30.555174,-97.40765"
313978391,"30.417849,-97.8520149"
149189761,"30.104113,-97.318613"
1249567738,"30.4036599,-97.7463634"
152451374,"30.309834,-97.871012"
153106764,"30.6549511,-98.0142403"
4345160901,"30.3673243,-97.7421569"
3979732733,"30.6072766,-97.8527267"
152410691,"30.26577,-97.7693358"
152410690,"30.2659055,-97.7691771"
724522661,"30.1815388,-97.7281235"
724522666,"30.183784,-97.7272224"
4516065807,"30.2074313,-97.6897653"
2100715775,"30.5218788,-97.7557759"
1069063254,"30.4567158,-97.821034"
1069063257,"30.4576001,-97.82096"
149228333,"30.340086,-97.363252"
3941503148,"30.542518,-97.6142451"
152564397,"30.4422908,-97.6845656"
152750102,"30.344948,-97.7068119"
152413357,"30.4645629,-97.8479221"
152991048,"30.577267,-97.392081"
151466348,"30.236673,-98.0249417"
343528461,"30.435368,-97.7317671"
2161616372,"30.2586383,-97.7502607"
152405932,"30.289976,-97.9297979"
3194262979,"30.2651588,-97.7656929"
1437514001,"30.2814723,-97.7301291"
3264561066,"30.2105116,-97.6663505"
2525605011,"30.010835,-97.8787697"
151468413,"29.957177,-97.983658"
149642897,"30.5118733,-98.1358716"
151468410,"29.958335,-97.982573"
151441070,"30.1873612,-98.1097642"
2685175831,"30.5884475,-97.6639628"
2685175832,"30.5880249,-97.6627333"
2685175835,"30.5890101,-97.6655023"
2156068459,"30.1907553,-98.0817203"
3240569684,"30.1904192,-97.8555795"
342912059,"30.5348984,-97.8872019"
152630553,"30.2501498,-97.8676907"
2051791278,"30.3940729,-97.7521654"
3240569682,"30.1904488,-97.8560357"
2051791276,"30.3945205,-97.752129"
3240569689,"30.1895327,-97.8553806"
2051791273,"30.3931315,-97.7508987"
2051791271,"30.3930297,-97.7508419"
1229841817,"30.3884819,-97.7433362"
3421757432,"30.3942836,-97.708979"
3727148620,"30.3498152,-97.7854"
153123483,"30.494478,-97.686562"
443187047,"30.2647798,-97.7401858"
1247713213,"30.3868424,-97.7374806"
666166407,"30.6178667,-98.1484167"
4345955667,"30.202671,-97.8375598"
152908998,"30.51023,-97.732298"
152437972,"30.455726,-97.634293"
2972305674,"30.0899174,-97.8171587"
3460812578,"30.2581389,-97.6841012"
152951673,"30.615785,-97.692648"
3025095548,"30.5618953,-97.8314204"
152652202,"30.383426,-97.724078"
2972305671,"30.0901807,-97.8166408"
152652201,"30.382406,-97.720957"
316729689,"30.5076948,-97.8549607"
358475240,"30.3226594,-97.6949902"
152558476,"30.216119,-97.879601"
152787052,"30.585214,-97.821875"
152510283,"30.343436,-97.7821428"
2190339758,"30.3101082,-97.9369631"
149270867,"30.1348,-97.566451"
1437514004,"30.2818376,-97.7314799"
151499785,"29.979082,-98.077649"
1081380851,"30.468395,-97.6201839"
152951312,"30.540208,-97.798845"
342455389,"30.5337762,-97.6012494"
151538947,"30.042056,-98.153235"
149084294,"30.10583,-97.286597"
342455383,"30.532804,-97.6103448"
149084297,"30.1054558,-97.287126"
3705304008,"30.3741463,-97.7163588"
3625697709,"30.4190076,-97.8383715"
3705304000,"30.3721497,-97.7158267"
2426973273,"30.3949711,-97.9127653"
3705304002,"30.3722561,-97.7156659"
3705304003,"30.3722873,-97.7157326"
152428238,"30.3446978,-97.8178708"
3705304005,"30.3728147,-97.7172173"
3705304006,"30.3729432,-97.7171345"
3705304007,"30.3734429,-97.7149304"
152997073,"30.5319316,-97.6590768"
151492404,"30.171332,-97.944041"
152946905,"30.519622,-97.683781"
3981121928,"30.4872798,-97.2375018"
29604430,"30.3701851,-97.5830435"
152371796,"30.335752,-97.7024389"
2735131910,"30.46316,-97.930796"
151485677,"30.0771528,-97.8254513"
345003842,"30.4576816,-97.7882432"
152996308,"30.498565,-97.667014"
152544113,"30.1936181,-97.9241363"
2153315954,"30.4976588,-97.6795959"
152544115,"30.1924559,-97.9251386"
358609963,"30.4572868,-97.6287961"
152985022,"30.4906358,-97.8379166"
149141450,"29.946269,-97.465319"
358609960,"30.45508,-97.6295184"
152985026,"30.4907592,-97.8372642"
358609965,"30.4581994,-97.6284134"
153009639,"30.495432,-97.674961"
149141459,"29.937685,-97.461292"
149165571,"29.976124,-97.507592"
152510824,"30.3500626,-97.7130652"
152510827,"30.348352,-97.712529"
152689464,"30.3664446,-97.7113063"
2649317830,"30.4196759,-97.6709591"
1328886366,"30.4606599,-97.7991629"
151409810,"29.955749,-98.177173"
1214169293,"30.5312505,-97.8430563"
152553247,"30.251917,-97.744357"
152681677,"30.278432,-97.47565"
152689468,"30.367841,-97.713494"
2724719020,"30.3555516,-97.7324638"
1450931008,"30.5958394,-97.8529506"
2145851888,"30.2216129,-97.6845375"
152680109,"30.2830037,-97.7270335"
1271798746,"30.4859406,-97.5713343"
2724719026,"30.3556718,-97.7365046"
151373626,"29.942182,-97.845649"
2724719028,"30.3557062,-97.7357157"
152680103,"30.2831,-97.727476"
2145851880,"30.2203813,-97.6883495"
152680106,"30.283077,-97.727373"
2142027709,"30.1656005,-97.8086591"
152622931,"30.2803331,-97.7537444"
152622936,"30.2828089,-97.7550774"
151523829,"30.223235,-98.00662"
152724428,"30.370404,-97.967932"
2125607004,"30.27151,-97.7043784"
152788463,"30.610773,-97.329907"
149272014,"30.123717,-97.317818"
152881809,"30.556238,-97.666329"
152798874,"30.622377,-97.676422"
152436559,"30.354897,-97.905091"
152423515,"30.4170961,-97.7613747"
313424889,"30.5346824,-97.8620925"
2973844379,"30.4836372,-97.6825459"
2053402663,"30.0896336,-97.8579048"
1333983925,"30.3993264,-97.6730186"
2973844374,"30.4838232,-97.6818709"
2973844377,"30.4836849,-97.6819607"
